ship_type,ship_name,lon,lat,p_lon,p_lat,datetime,distance
Tug,SOUND SURVEYOR,11.97087,57.71653,11.98217,57.7206,2016-12-19T13:05:05Z,810.3200073134869
Cargo,THEA MARIEKE,18.77537,54.52118,18.79455,54.53445,2016-12-16T20:29:02Z,1928.0346062770093
Cargo,ARION,18.5508,54.55957,18.55068,54.52898,2016-12-17T09:11:07Z,3405.2720397387534
Cargo,ASIAN VISION,11.62603,57.91386,11.60256,57.9181,2016-12-16T20:33:05Z,1465.8211542628997
Cargo,RAMONA,11.7282,57.6536,11.74505,57.65665,2016-12-17T12:07:06Z,1059.4231754972477
Tanker,TARNBRIS,11.71158,57.95887,11.6717,57.93065,2016-12-16T22:59:05Z,3926.8467992159467
Tug,SKRUNDA,19.90723,54.63401,19.95438,54.63682,2016-12-18T06:31:03Z,3053.8985911880904
Tug,[SAT-AIS],19.925,54.63334,19.925,54.63334,2016-12-16T23:59:02Z,0
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-16T23:59:02Z,0
Cargo,OLGA,19.92508,54.63303,20.06415,54.64677,2016-12-17T01:09:02Z,9088.801575451947
Tug,[SAT-AIS],19.925,54.63334,19.925,54.63334,2016-12-17T05:45:03Z,0
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-17T01:45:03Z,0
Tug,KAPITAN MARTYSHKIN,19.96367,54.63588,19.90732,54.63297,2016-12-17T02:33:02Z,3645.09571129243
Tanker,AGATH,11.75793,57.99511,11.74649,57.98556,2016-12-17T02:15:05Z,1259.3060780848036
Tanker,AMARANTH,18.95444,54.79168,18.99672,54.70232,2016-12-19T19:33:02Z,10311.778580725178
Cargo,AVELONA STAR,30.05861,59.9099,30.04486,59.91263,2016-12-17T02:51:03Z,825.359724235261
Tug,BATMAN 7,11.9775,57.71906,11.9775,57.71906,2016-12-17T03:09:07Z,0
Cargo,LARGONA,21.14289,55.6684,21.15729,55.65171,2016-12-17T10:07:06Z,2066.289786483047
Cargo,STORTEBEKER,30.0899,59.90365,30.06853,59.90795,2016-12-17T03:51:03Z,1285.2946233938812
Cargo,NURI SONAY,18.93298,54.78623,18.91866,54.79419,2016-12-17T04:11:01Z,1276.6921621694212
Tug,KOMMUNAR,19.86672,54.64821,19.90823,54.63287,2016-12-17T04:41:02Z,3172.8451954359093
Passenger,NIDA,19.89132,54.6377,19.8915,54.63838,2016-12-20T10:25:02Z,76.5803705117989
Cargo,MAUREEN S,21.09668,55.72418,21.11333,55.71506,2016-12-19T04:59:06Z,1456.207219635866
Pleasure,ORKA HEL,18.42666,54.79654,18.42666,54.79654,2016-12-18T05:49:06Z,0
Fishing,HEL-6,18.97788,54.73862,18.98651,54.74726,2016-12-17T06:09:01Z,1110.2200978705646
Fishing,KPT.WISNIEWSKI,18.42753,54.79809,18.42188,54.79715,2016-12-17T06:17:08Z,377.3693439717912
Cargo,VLADIMIR,30.08275,59.90486,30.06179,59.90915,2016-12-17T06:39:05Z,1263.62379555297
Cargo,MSC MATILDE,20.81294,55.74283,18.95536,54.657470000000004,2016-12-19T02:55:05Z,168883.03823523156
Tanker,EK-STAR,11.79809,57.67365,11.77758,57.66336,2016-12-17T08:05:05Z,1674.2582197611287
Cargo,AFRICAN CENDANA,20.86157,55.73155,20.84616,55.73175,2016-12-17T08:05:06Z,966.1649737355066
Pleasure,GISELE,11.788,57.70065,11.78831,57.70028,2016-12-17T12:29:05Z,45.12752144468462
Cargo,ICELAND CEMENT,11.89038,57.68828,11.90667,57.69333,2016-12-18T23:49:06Z,1120.4683014078107
Unspecified,TST12,30.25811,59.94029,30.25811,59.94029,2016-12-17T13:09:04Z,0
Cargo,PRIMA FORTUNA,21.08698,55.72672,21.11054,55.71674,2016-12-18T00:51:06Z,1848.2873775397882
Pleasure,MUCKLE FLUGGA,11.63615,57.8704,11.60375,57.85373,2016-12-18T11:11:08Z,2669.233251663909
Tanker,ASTERDEA,18.99927,54.75035,18.99779,54.72745,2016-12-18T11:03:01Z,2550.9900641095846
Cargo,DANUBIA,11.66631,57.61215,11.72674,57.65377,2016-12-20T09:31:05Z,5868.12005064412
Pleasure,PIMPIM,11.603,57.88073,11.60054,57.83287,2016-12-19T11:01:05Z,5329.74260883305
Tanker,BOTHNIA,11.74696,57.65619,11.77267,57.66153,2016-12-19T14:25:05Z,1642.4156006616063
Cargo,MIRVA VG,19.86447,54.64986,19.83358,54.65864,2016-12-19T15:31:03Z,2216.433765586629
Tug,T-3,21.10169,55.72245,21.11295,55.71515,2016-12-17T12:09:06Z,1076.4896654145582
Tanker,TERNVAG,11.71384,57.64993,11.69865,57.63937,2016-12-17T11:57:05Z,1483.5078891904466
Cargo,MERITA,19.80171,55.10017,19.80014,54.67559,2016-12-20T00:39:03Z,47264.13629946663
Tug,R3,18.75448,54.59788,18.56106,54.53547,2016-12-17T13:05:02Z,14286.038140009414
Cargo,JSP ROVER,18.87202,54.58729,18.88745,54.60287,2016-12-17T13:37:02Z,1999.5690914733252
Cargo,HENNEKE RAMBOW,30.08266,59.90508,30.10585,59.90027,2016-12-18T08:43:04Z,1400.9105764847932
Tanker,PATANI,11.71457,57.9618,11.72842,57.97335,2016-12-18T17:07:05Z,1523.7626464048758
Cargo,BALDER,21.14048,55.67568,21.14977,55.66048,2016-12-19T16:33:15Z,1789.7586280233961
Pleasure,MARY SWE,11.60639,57.91661,11.60999,57.92041,2016-12-18T13:05:06Z,473.54549282256306
Tug,YASNYY,19.83367,54.65473,19.81083,54.66106,2016-12-17T14:17:02Z,1630.839519613805
Cargo,NORDIC HAMBURG,30.05079,59.91153,30.03243,59.9152,2016-12-17T14:07:03Z,1103.0357232470342
Cargo,ATLANTIC NAVIGATORII,30.0404,59.9136,30.0207,59.91757,2016-12-17T14:33:03Z,1184.8023490227822
Cargo,CHAROITE,30.05359,59.91104,30.07371,59.90694,2016-12-20T08:57:03Z,1212.1612913473573
Tanker,GRENA KNUTSEN,11.6675,57.61483,11.67633,57.62233,2016-12-18T19:25:05Z,987.0015960907556
Cargo,OMSKIY-132,30.02891,59.91593,30.04754,59.91209,2016-12-18T20:03:03Z,1124.086135787293
Tug,BUMER,18.62517,54.53566,18.5889,54.52508,2016-12-17T19:13:02Z,2622.2512725516367
Tanker,MARY A,18.70129,54.46228,18.68288,54.4532,2016-12-17T16:53:01Z,1562.343475223435
Tug,ZORKIY,20.03715,54.64273,19.8725,54.64502,2016-12-18T01:21:03Z,10609.11907764214
Tanker,ECO GREEN,18.94306,54.43336,18.92303,54.43014,2016-12-19T20:13:02Z,1345.593351461142
Fishing,WLA-84,18.742,54.7998,18.43322,54.79762,2016-12-19T02:27:02Z,19815.944343559713
Tanker,SEALING,20.83035,55.73885,20.86011,55.73785,2016-12-18T21:59:06Z,1868.3744136552448
Tanker,NORTHERN OCEAN,11.62854,57.61041,11.60678,57.61015,2016-12-17T20:49:05Z,1297.8955142715504
Tug,DUKE 2,20.24331,55.0174,20.0843,55.04501,2016-12-18T01:51:03Z,10600.28737021859
Cargo,BIRYUZA,21.10976,55.71579,21.08929,55.72635,2016-12-17T23:41:06Z,1740.415714097456
Cargo,MAERSK NIAMEY,30.0033,59.92105,30.04847,59.91205,2016-12-20T10:03:03Z,2712.310110318121
Cargo,NIKOLAS,30.02644,59.91663,30.00638,59.92066,2016-12-18T02:19:03Z,1205.8374277481055
Cargo,E.R. TALLINN,18.73003,54.53782,18.75813,54.53731,2016-12-18T03:49:02Z,1815.701711537385
Cargo,BOREAS,30.05665,59.91052,30.09501,59.9026,2016-12-20T10:03:03Z,2315.549736211342
Tug,ERRIE,20.17979,55.01091,20.00268,55.00977,2016-12-18T04:19:03Z,11306.309873925295
Tanker,BALTIC AMBITION,30.02296,59.91715,30.0457,59.91253,2016-12-19T17:43:03Z,1369.2183580673352
Tanker,CORAL STICHO,11.66798,57.92943,11.68278,57.93739,2016-12-18T23:25:05Z,1245.088115309882
Cargo,SAN REMO,21.08277,55.7276,21.11962,55.70337,2016-12-18T18:19:06Z,3551.7289684853667
Cargo,OSTEREMS,30.06803,59.90803,30.05038,59.9116,2016-12-18T03:35:03Z,1062.2152247602007
Tug,LOTSMAN FEDOROV,30.0523,59.91118,30.03421,59.91486,2016-12-18T03:35:03Z,1089.4819537255162
Tanker,ARIES,30.05708,59.9102,30.03682,59.91432,2016-12-18T03:35:03Z,1220.135442504767
Tanker,GIJON KNUTSEN,11.71917,57.67817,11.74267,57.6765,2016-12-19T07:49:06Z,1411.044532076293
Tug,FORTUNA,20.27984,55.01358,20.24178,55.00997,2016-12-18T05:13:03Z,2462.4394701421697
Cargo,CONTAINERSHIPS VII,20.94193,55.75791,20.91944,55.77592,2016-12-18T05:51:06Z,2450.124146511738
Tug,AURA,20.81833,55.86265,20.83309,55.85232,2016-12-19T21:49:14Z,1474.0280560662939
Cargo,BALTIC PATRIOT,30.06593,59.90835,30.04677,59.91237,2016-12-18T05:49:03Z,1159.1916274841437
Cargo,STENA FORERUNNER,18.84233,54.75467,18.94767,54.676,2016-12-18T15:13:01Z,11071.396514831413
Tug,TARNIKA,20.17527,54.68593,20.22558,54.68572,2016-12-18T08:33:03Z,3237.4971798362994
Cargo,SAMUR-3,20.31154,54.96338,19.89325,54.6333,2016-12-18T15:17:03Z,45504.09969917431
Tanker,WAASMUNSTER,11.71845,57.96463,11.70541,57.95479,2016-12-18T08:01:05Z,1338.9992231115782
Tanker,THUN GOTHENBURG,11.71504,57.65,11.69818,57.63797,2016-12-18T08:47:05Z,1674.0074989191044
Tanker,ZAPADNYY,21.14052,55.67601,21.14853,55.66176,2016-12-19T08:03:06Z,1664.1043824449205
Cargo,KAREN C,18.6585,54.53733,18.68033,54.53817,2016-12-18T11:05:02Z,1412.962599721692
Tanker,ELISALEX SCHULTE,11.81006,57.67839,11.85763,57.68538,2016-12-19T12:59:05Z,2936.0485652849275
Cargo,WILSON SUND,20.45283,54.698,20.45276,54.69806,2016-12-19T03:29:02Z,8.05538183051189
Pleasure,TINDRA,11.84393,57.66686,11.84396,57.66681,2016-12-18T15:21:05Z,5.845545262514508
Fishing,KURSHSKAYA KOSA,18.663,54.37183,18.66283,54.3715,2016-12-20T05:59:02Z,38.35385275053221
Cargo,NORDIC PHILIP,19.91726,54.63261,19.89455,54.63322,2016-12-19T07:49:03Z,1464.8515097823715
Pleasure,FLORO/HAMBURGSUND,11.79387,57.60022,11.79214,57.60063,2016-12-18T12:05:05Z,112.83275119613808
Tug,BIZON-O-158,20.22924,54.68539,20.18929,54.68669,2016-12-19T09:51:03Z,2574.8105637696244
Cargo,AMELAND,20.02383,54.64067,19.89367,54.633,2016-12-18T13:43:03Z,8429.163532475215
Cargo,STRANDJA,20.90764,55.72252,20.89128,55.72063,2016-12-19T03:47:06Z,1047.0751453993357
Unspecified,VTS KLAIPEDA,21.13729,55.69002,21.13727,55.69013,2016-12-18T16:21:06Z,12.309282831869467
Cargo,GRANDE EUROPA,11.68789,57.93951,11.70476,57.9532,2016-12-19T04:27:05Z,1820.9317423609464
Cargo,BOMAR VALOUR,30.09083,59.90339,30.07622,59.90634,2016-12-18T14:37:03Z,879.1615270393747
Cargo,WMS GRONINGEN,30.01553,59.91872,30.03969,59.91378,2016-12-19T20:39:03Z,1455.9871150599022
Cargo,AALDERDIJK,30.02478,59.91685,30.04307,59.91311,2016-12-20T08:51:03Z,1102.2815338445978
Cargo,AMANDA,11.68622,57.93981,11.69585,57.94727,2016-12-19T14:49:05Z,1006.6608317694044
Cargo,ALMENDRO,30.05895,59.91003,30.0754,59.90667,2016-12-20T08:51:03Z,991.4026150907422
Cargo,BLUEBILL,30.09837,59.90188,30.08574,59.90444,2016-12-18T16:59:04Z,760.4558855210364
Cargo,NORDEROOG,30.10557,59.90061,30.17037,59.88723,2016-12-20T09:31:04Z,3912.8827688327256
Cargo,ALANA,20.8175,55.8785,20.83628,55.86231,2016-12-19T10:31:06Z,2150.3425311458936
Tanker,ABIGAIL,30.21915,59.88621,30.21915,59.88621,2016-12-19T16:07:04Z,0
Cargo,KAIE,30.01789,59.91813,30.00438,59.92081,2016-12-18T17:03:03Z,810.6839156614469
Cargo,VICTORIABORG,21.10651,55.71801,21.14524,55.66924,2016-12-20T10:27:06Z,5948.060487464839
Tanker,B GAS CHAMPION,11.70762,57.6461,11.69837,57.63475,2016-12-18T19:19:05Z,1378.4471621539037
Fishing,JURMALA,18.42252,54.7968,18.43028,54.7968,2016-12-18T19:45:08Z,497.9842816915303
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-18T23:59:02Z,0
Fishing,VITAS,18.43364,54.79846,18.42685,54.79619,2016-12-19T23:53:15Z,503.70232368456556
Fishing,NAUTILUS,18.43477,54.79718,18.42532,54.79576,2016-12-19T19:51:07Z,626.7050184623772
Cargo,KOZNITZA,19.98747,54.6377,19.93747,54.63397,2016-12-20T09:31:03Z,3248.0754635919725
Tanker,SUULA,18.95248,54.42949,18.92613,54.42691,2016-12-20T01:05:02Z,1730.3505293098515
Cargo,MINERVA,11.9183,57.69861,11.90092,57.69083,2016-12-18T23:33:06Z,1348.7711698413532
Fishing,BOOTES,18.70021,54.47595,18.71676,54.48476,2016-12-19T00:23:02Z,1451.7239178030384
Tug,BOA ODIN,18.80762,54.54596,18.81425,54.55005,2016-12-19T02:45:02Z,624.940264964301
Tanker,NIMBUS,11.66862,57.60243,11.64145,57.60022,2016-12-19T13:07:13Z,1639.1433807030407
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-19T23:59:03Z,0
Tanker,GAS GALAXY,11.6755,57.933,11.689,57.94217,2016-12-19T17:05:05Z,1295.5497185601066
Fishing,FENIKSS,18.41446,54.79632,18.4,54.78333,2016-12-19T16:51:06Z,1718.258179831346
Cargo,MISANA,30.03881,59.91395,30.0625,59.90917,2016-12-19T17:53:03Z,1425.1647407905336
Cargo,NEWYORKER,11.6594,57.60668,11.62982,57.60207,2016-12-19T02:07:05Z,1837.2992045554115
Cargo,POLA UGLICH,30.04201,59.9132,30.02371,59.91687,2016-12-19T02:07:04Z,1099.878525720288
Cargo,SCA TUNADAL,30.06243,59.909,30.08021,59.90543,2016-12-19T18:05:03Z,1069.0193660397874
Cargo,SEVERNAYA ZEMLYA,30.07946,59.9059,30.06564,59.90855,2016-12-19T03:17:03Z,825.8576658139324
Cargo,SAXUM,21.0776,55.72813,21.10957,55.71747,2016-12-19T21:19:06Z,2329.293830399524
Cargo,TRADER BULK,11.68952,57.60091,11.65679,57.60003,2016-12-19T03:31:05Z,1954.7088997568299
Cargo,LISTER,30.01933,59.91781,30.00039,59.92163,2016-12-19T03:17:03Z,1139.1032393271933
Cargo,VASTANVIK,18.88781,54.58216,18.81033,54.53333,2016-12-20T09:31:02Z,7386.622529895554
Cargo,JONNI RITSCHER,11.67293,57.61271,11.66195,57.60165,2016-12-19T03:53:05Z,1394.4918848391242
Cargo,ATLANTIC CARTIER,11.70513,57.64611,11.69312,57.63336,2016-12-19T04:27:05Z,1589.5115268279721
Cargo,NORDIC ACE,11.70776,57.67521,11.73576,57.67709,2016-12-19T19:07:05Z,1679.7321239733094
Cargo,GEOR.POBEDONOSETS,30.08928,59.90361,30.07317,59.90687,2016-12-19T04:39:03Z,969.7116546343055
Cargo,BALTICA,11.68412,57.63161,11.70329,57.6458,2016-12-19T14:49:05Z,1949.3355977510053
Fishing,ALVSBORG,11.83671,57.65069,11.858,57.64545,2016-12-19T07:13:06Z,1395.9413695584958
Tanker,NAUTILUS,11.71205,57.65019,11.73835,57.6547,2016-12-20T03:55:04Z,1644.9647344979421
Cargo,FINNPULP,18.93311,54.66213,18.94194,54.67507,2016-12-19T06:25:02Z,1548.5787217859004
Tug,ZEUS,18.67191,54.44609,18.68326,54.45427,2016-12-19T08:59:02Z,1169.963827100562
Unspecified,FULDA,18.84987,54.32455,18.80183,54.34574,2016-12-20T09:31:02Z,3909.7421417000874
Cargo,SKAGENBANK,11.69334,57.63065,11.68127,57.61919,2016-12-19T07:49:06Z,1464.6105370002338
Cargo,BALTICA HAV,18.84389,54.56953,18.85364,54.57626,2016-12-19T10:11:02Z,978.3152045513987
Tug,MUSHA,21.12764,55.69104,21.1211,55.69953,2016-12-19T08:17:06Z,1030.3278594515484
Cargo,LADY AMI,12.12702,57.99671,12.12585,57.98264,2016-12-19T12:33:05Z,1567.786055700343
Unspecified,0,11.98145,57.72177,11.98238,57.7209,2016-12-19T08:29:06Z,111.51780377968258
Pleasure,FILIPPO,18.77933,54.35801,18.779419999999998,54.35782,2016-12-19T08:35:02Z,21.94164984319285
Tanker,WISBY VERITY,11.68279,57.9367,11.69939,57.94907,2016-12-19T21:43:05Z,1690.6096985842328
Cargo,AMBER SPIRIT,19.89483,54.63288,19.84142,54.65795,2016-12-19T15:33:03Z,4429.924036312273
Tanker,FURE NORD,11.79428,57.67256,11.87123,57.68709,2016-12-20T10:27:05Z,4857.06256244064
Tug,[SAT-AIS],20.255,55.09333,20.46,55.08167,2016-12-19T18:43:03Z,13125.06940211585
Cargo,KAROLI,18.80568,54.54369,18.83774,54.5644,2016-12-19T12:59:02Z,3098.1894003882367
Cargo,STAR ISFJORD,18.99504,54.69692,18.99659,54.75713,2016-12-19T12:01:09Z,6703.287124944039
Tug,RESCUE 8-45,11.6342,57.79782,11.61053,57.82393,2016-12-19T11:57:05Z,3227.7441535895828
Pleasure,MARELD,11.84517,57.66805,11.84517,57.66803,2016-12-19T12:59:05Z,2.2263898161712388
Pleasure,TINDRA,11.84375,57.68147,11.81009,57.67997,2016-12-19T12:59:05Z,2010.238413980277
Tug,POLIS 59-3780,11.87113,57.68171,11.87113,57.68171,2016-12-19T14:01:05Z,0
Cargo,GENCO RELIANCE,20.84608,55.7138,20.84023,55.71255,2016-12-19T13:05:06Z,392.35858483438284
Tanker,DAVINO D,20.8424,55.75215,20.8235,55.74908,2016-12-19T13:19:06Z,1232.4197873793182
Tanker,XANTHIA,21.00007,55.73166,20.96872,55.73485,2016-12-19T13:47:05Z,1996.786822788904
Tanker,CORAL MEANDRA,11.68014,57.93575,11.66216,57.92804,2016-12-19T13:51:04Z,1365.9744208247514
Tanker,INDIAN POINT,11.77994,57.66346,11.76211,57.65815,2016-12-19T14:11:05Z,1215.198549377497
Cargo,VALENCIA EXPRESS,30.14283,59.89277,30.12481,59.89643,2016-12-19T14:27:03Z,1085.5423680739148
Tug,KBV 490,11.87052,57.68163,11.87057,57.68163,2016-12-19T14:07:05Z,2.9756998276471402
Cargo,WILSON HOLLA,18.94872,54.68437,18.95473,54.69785,2016-12-19T15:03:02Z,1549.6092537209618
Cargo,HOOD ISLAND,30.08942,59.90368,30.06607,59.90839,2016-12-19T14:25:03Z,1404.8538416765914
Cargo,FEDERAL CEDAR,30.03413,59.91489,30.01142,59.91945,2016-12-19T14:25:03Z,1365.0868178322442
Cargo,BF FORTALEZA,30.11638,59.8981,30.1009,59.90128,2016-12-19T14:49:03Z,933.9147344586931
Cargo,EYSTNES,30.04387,59.91299,30.02825,59.91605,2016-12-19T14:57:03Z,935.8467829693465
Cargo,X-PRESS ETNA,30.09439,59.90249,30.07705,59.90613,2016-12-19T15:13:03Z,1049.3230595347059
Tanker,STAR CURACAO,19.90474,54.63261,19.84729,54.65587,2016-12-19T15:37:02Z,4516.554355893368
Tanker,VENERE,11.621,57.60266,11.608,57.60433,2016-12-19T15:01:05Z,797.32442258985
Cargo,TRICA,30.1315,59.89521,30.2011,59.88806,2016-12-20T09:31:04Z,3967.2639847263185
Cargo,WYBELSUM,30.05674,59.91015,30.03724,59.9141,2016-12-19T15:29:03Z,1173.7240407507888
Cargo,SORMOVSKIY-53,30.09381,59.90277,30.06449,59.9087,2016-12-19T16:31:03Z,1764.7089385265026
Cargo,BRIN NAVOLOK,30.07146,59.9073,30.04835,59.91186,2016-12-19T16:31:03Z,1386.105143001434
Cargo,VICTORINE,11.7494,57.65609,11.71424,57.64971,2016-12-19T17:29:05Z,2211.3253448884007
Cargo,APL MERLION,18.99619,54.51431,18.99907,54.7311,2016-12-19T19:13:01Z,24133.66620030115
Cargo,PETER PAN,18.99044,54.72048,18.99642,54.76785,2016-12-19T18:07:02Z,5287.18597826406
Tanker,LEENI,21.04139,55.72853,21.00928,55.72846,2016-12-19T19:41:06Z,2012.8525722589739
Cargo,PRISCILLA,11.60822,57.60552,11.61722,57.60335,2016-12-19T19:15:05Z,588.6176971014871
Cargo,ESL AFRICA,20.81754,55.83699,20.80334,55.84693,2016-12-19T19:41:06Z,1418.491737020358
Tanker,EURONIKE,11.69145,57.63465,11.68268,57.62206,2016-12-19T20:47:12Z,1495.81320132436
Tug,NATO WARSHIP M53,21.06781,55.72824,21.04256,55.72988,2016-12-19T22:35:05Z,1593.2847162460587
Cargo,SEROJA EMPAT,11.60028,57.60117,11.65567,57.60493,2016-12-20T03:55:04Z,3330.033398232314
Tanker,MOZART,11.75925,57.99975,11.74726,57.98956,2016-12-19T23:17:05Z,1336.8449528136227
Tug,ICEBEAM,11.87203,57.68615,11.85268,57.68303,2016-12-19T23:39:14Z,1202.740755985774
Tug,APHRODITE I,18.43566,54.79682,18.44141,54.79731,2016-12-19T23:25:06Z,373.0035546076373
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-20T07:57:02Z,0
Tug,[SAT-AIS],20.35333,54.98167,20.09667,55.075,2016-12-20T05:41:02Z,19393.830680683408
Cargo,VIONA,11.66926,57.60928,11.66448,57.60448,2016-12-20T01:27:05Z,605.6182369578787
Cargo,RUTH,30.0471,59.91236,30.0202,59.91788,2016-12-20T01:33:03Z,1621.9905029622819
Cargo,SEAGARD,30.06649,59.90843,30.04566,59.91272,2016-12-20T01:57:03Z,1256.7932090466984
Cargo,ANGLIA SEAWAYS,18.9612,54.78513,18.94468,54.79479,2016-12-20T02:05:02Z,1510.1823070773778
Cargo,BALTIC HEATHER,30.07238,59.90739,30.04639,59.9126,2016-12-20T02:19:03Z,1562.1813362464027
Cargo,KAPITAN MIRONOV,30.02603,59.91663,30.01034,59.91975,2016-12-20T02:29:03Z,941.8384577019367
Tanker,EKFORS,30.1895,59.8805,30.17967,59.885,2016-12-20T03:17:03Z,743.2497846731598
Tanker,CLIPPER HARALD,11.74401,57.97871,11.72741,57.96892,2016-12-20T03:05:05Z,1465.6111939443779
Cargo,FINNTIDE,30.17005,59.88737,30.15668,59.89004,2016-12-20T03:17:03Z,803.655567471999
Cargo,E.R. VISBY,30.0818,59.90497,30.06367,59.90855,2016-12-20T04:09:03Z,1087.5993919533885
Cargo,MSC SANTHYA,30.02511,59.91667,30.01209,59.91933,2016-12-20T04:15:03Z,784.5140452017856
Fishing,WLA 80,18.72787,54.79661,18.43156,54.79767,2016-12-20T11:07:03Z,19015.362466295435
Cargo,CHARLOTTA B,30.07293,59.90677,30.04415,59.91285,2016-12-20T04:39:11Z,1743.0252856538807
Cargo,CAROLINA,12.08942,57.94847,12.03937,57.89535,2016-12-20T08:37:05Z,6612.2703809112945
Cargo,AGOT,21.10918,55.71589,21.09678,55.7237,2016-12-20T06:39:06Z,1166.333564621754
Cargo,BALTIC PIONEER,30.04653,59.91264,30.03235,59.91522,2016-12-20T05:05:04Z,841.8161463548404
Cargo,FEHN POLLUX,30.0614,59.90938,30.04595,59.91251,2016-12-20T05:35:03Z,929.9950440926934
Cargo,LAZURITE,30.052,59.91127,30.03036,59.91562,2016-12-20T05:35:03Z,1301.096212661847
Cargo,NINA 1,18.53539,54.53049,18.56993,54.53569,2016-12-20T09:31:07Z,2304.8543054857887
Cargo,HELGE,11.76468,57.99721,11.75003,57.98425,2016-12-20T06:17:06Z,1681.8525925769982
Fishing,WLA 108,18.71972,54.74677,18.70708,54.75691,2016-12-20T06:01:02Z,1390.5291322451383
Tanker,SEABASS,20.819,55.77108,20.80123,55.76583,2016-12-20T06:07:06Z,1256.9185697478792
Tug,U/F ASTERIX,11.85719,57.64404,11.84489,57.6445,2016-12-20T07:27:05Z,734.5635201357052
Fishing,AHLMA,11.83575,57.65135,11.82032,57.65745,2016-12-20T07:59:04Z,1142.6510192123649
Tug,WDZYDZE,18.6539,54.55427,18.63158,54.5512,2016-12-20T07:37:02Z,1480.953137091517
Pleasure,BRABANDER,21.12292,55.70467,21.12301,55.70465,2016-12-20T09:09:14Z,6.06832724064098
Fishing,BISCAYA GG34,11.62985,57.67314,11.62202,57.66939,2016-12-20T08:25:05Z,625.7300302263799
Tug,SAR 111261105,18.80848,54.59363,18.74161,54.67845,2016-12-20T08:29:01Z,10378.59118098379
Fishing,LBB-6931,21.1461,55.67906,21.14639,55.67897,2016-12-20T08:35:14Z,20.77700505931721
High Special,POLIS 593790,11.8709,57.68133,11.87037,57.68141,2016-12-20T10:33:05Z,32.77571362086054
Cargo,YAMAL KRECHET,18.95926,54.69192,18.97866,54.7202,2016-12-20T10:25:02Z,3386.3724934029624
Passenger,KONEVETS,30.49728,59.85481,30.49736,59.85476,2016-12-20T10:27:04Z,7.140143570230986
Passenger,MOSKVA-3,30.27133,59.95499,30.27156,59.95501,2016-12-20T10:41:03Z,13.01105215484742
Cargo,AKERDIJK,19.86151,54.65045,19.83891,54.65897,2016-12-20T11:07:04Z,1737.1691146582402
Cargo,MULTIMAR,18.93245,54.78098,18.91414,54.78885,2016-12-20T11:07:03Z,1465.942938558608
Cargo,WALTER HAMMANN,11.7103,57.64769,11.68675,57.62553,2016-12-20T11:11:05Z,2838.051400733411
